Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,1976,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.360805505
Sri Lanka,LKA,1975,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.225850403
Sri Lanka,LKA,2022,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-62.43698971
Sri Lanka,LKA,2021,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,35.05256905
Sri Lanka,LKA,2020,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-6.876465818
Sri Lanka,LKA,2019,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-4.023705779
Sri Lanka,LKA,2018,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-24.11631989
Sri Lanka,LKA,2017,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,2.100161933
Sri Lanka,LKA,2016,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-10.17572019
Sri Lanka,LKA,2015,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-19.34561978
Sri Lanka,LKA,2014,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,24.16229423
Sri Lanka,LKA,2013,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,3.92762151
Sri Lanka,LKA,2012,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-13.10275136
Sri Lanka,LKA,2011,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-23.04025324
Sri Lanka,LKA,2010,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,84.59058905
Sri Lanka,LKA,2009,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,118.0492938
Sri Lanka,LKA,2007,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-10.56798447
Sri Lanka,LKA,2006,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,45.29128015
Sri Lanka,LKA,2005,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,29.29380157
Sri Lanka,LKA,2004,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-59.20000076
Sri Lanka,LKA,2003,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,35.61000061
Sri Lanka,LKA,2002,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,28.40999985
Sri Lanka,LKA,2001,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,36.53339767
Sri Lanka,LKA,2000,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-41.73014832
Sri Lanka,LKA,1999,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-6
Sri Lanka,LKA,1998,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-29.20140076
Sri Lanka,LKA,1997,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,22.34959984
Sri Lanka,LKA,1996,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-8.600000381
Sri Lanka,LKA,2022,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,10598220000
Sri Lanka,LKA,2021,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,27056900000
Sri Lanka,LKA,2020,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,15981910000
Sri Lanka,LKA,2019,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,15720540000
Sri Lanka,LKA,2018,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,15575020000
Sri Lanka,LKA,2017,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,18959520000
Sri Lanka,LKA,2016,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,18678773847
Sri Lanka,LKA,2015,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,20804110000
Sri Lanka,LKA,2014,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,23665120000
Sri Lanka,LKA,2013,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,18806550000
Sri Lanka,LKA,2012,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,16974010000
Sri Lanka,LKA,2011,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,19436990000
Sri Lanka,LKA,2010,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,19923860000
Sri Lanka,LKA,2009,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,9546660000
Sri Lanka,LKA,2008,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,4285950000
Sri Lanka,LKA,2007,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,7553170000
Sri Lanka,LKA,2006,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,7768850000
Sri Lanka,LKA,2005,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,5719990000
Sri Lanka,LKA,2004,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,3657000000
Sri Lanka,LKA,2003,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,2711070000
Sri Lanka,LKA,2002,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,1680410000
Sri Lanka,LKA,2001,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,1331530000
Sri Lanka,LKA,2000,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,1074140000
Sri Lanka,LKA,1999,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,1584030000
Sri Lanka,LKA,2022,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,14.29393564
Sri Lanka,LKA,2021,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,30.53504812
Sri Lanka,LKA,2020,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,18.95740814
Sri Lanka,LKA,2019,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,17.66055589
Sri Lanka,LKA,2018,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,16.48257162
Sri Lanka,LKA,2017,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,20.08929413
Sri Lanka,LKA,2016,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,21.22291728
Sri Lanka,LKA,2015,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,24.43490316
Sri Lanka,LKA,2014,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,28.67507559
Sri Lanka,LKA,2013,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,24.42390752
Sri Lanka,LKA,2012,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,24.09464951
Sri Lanka,LKA,2011,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,28.68789355
Sri Lanka,LKA,2010,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,33.97879335
Sri Lanka,LKA,2009,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,22.69435921
Sri Lanka,LKA,2008,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,10.52701354
Sri Lanka,LKA,2007,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,23.34811207
Sri Lanka,LKA,2006,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,27.47137299
Sri Lanka,LKA,2005,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,23.43701947
Sri Lanka,LKA,2004,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,17.69870736
Sri Lanka,LKA,2003,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,14.35813833
Sri Lanka,LKA,2002,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,10.16180194
Sri Lanka,LKA,2001,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,8.454290883
Sri Lanka,LKA,2000,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,6.577381802
Sri Lanka,LKA,1999,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,10.11750657
Sri Lanka,LKA,2022,"Listed domestic companies, total",CM.MKT.LDOM.NO,290
Sri Lanka,LKA,2021,"Listed domestic companies, total",CM.MKT.LDOM.NO,296
Sri Lanka,LKA,2020,"Listed domestic companies, total",CM.MKT.LDOM.NO,283
Sri Lanka,LKA,2019,"Listed domestic companies, total",CM.MKT.LDOM.NO,289
Sri Lanka,LKA,2018,"Listed domestic companies, total",CM.MKT.LDOM.NO,297
Sri Lanka,LKA,2017,"Listed domestic companies, total",CM.MKT.LDOM.NO,296
Sri Lanka,LKA,2016,"Listed domestic companies, total",CM.MKT.LDOM.NO,295
Sri Lanka,LKA,2015,"Listed domestic companies, total",CM.MKT.LDOM.NO,294
Sri Lanka,LKA,2014,"Listed domestic companies, total",CM.MKT.LDOM.NO,294
Sri Lanka,LKA,2013,"Listed domestic companies, total",CM.MKT.LDOM.NO,289
Sri Lanka,LKA,2012,"Listed domestic companies, total",CM.MKT.LDOM.NO,287
Sri Lanka,LKA,2011,"Listed domestic companies, total",CM.MKT.LDOM.NO,272
Sri Lanka,LKA,2010,"Listed domestic companies, total",CM.MKT.LDOM.NO,241
Sri Lanka,LKA,2009,"Listed domestic companies, total",CM.MKT.LDOM.NO,231
Sri Lanka,LKA,2008,"Listed domestic companies, total",CM.MKT.LDOM.NO,235
Sri Lanka,LKA,2007,"Listed domestic companies, total",CM.MKT.LDOM.NO,235
Sri Lanka,LKA,2006,"Listed domestic companies, total",CM.MKT.LDOM.NO,237
Sri Lanka,LKA,2005,"Listed domestic companies, total",CM.MKT.LDOM.NO,239
Sri Lanka,LKA,2004,"Listed domestic companies, total",CM.MKT.LDOM.NO,242
Sri Lanka,LKA,2003,"Listed domestic companies, total",CM.MKT.LDOM.NO,244
Sri Lanka,LKA,2002,"Listed domestic companies, total",CM.MKT.LDOM.NO,238
Sri Lanka,LKA,2001,"Listed domestic companies, total",CM.MKT.LDOM.NO,238
Sri Lanka,LKA,2000,"Listed domestic companies, total",CM.MKT.LDOM.NO,239
Sri Lanka,LKA,1999,"Listed domestic companies, total",CM.MKT.LDOM.NO,237
Sri Lanka,LKA,1998,"Listed domestic companies, total",CM.MKT.LDOM.NO,240
Sri Lanka,LKA,1997,"Listed domestic companies, total",CM.MKT.LDOM.NO,239
Sri Lanka,LKA,1996,"Listed domestic companies, total",CM.MKT.LDOM.NO,235
Sri Lanka,LKA,1995,"Listed domestic companies, total",CM.MKT.LDOM.NO,226
Sri Lanka,LKA,1994,"Listed domestic companies, total",CM.MKT.LDOM.NO,211
Sri Lanka,LKA,1993,"Listed domestic companies, total",CM.MKT.LDOM.NO,197
Sri Lanka,LKA,2022,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1684420000
Sri Lanka,LKA,2021,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,5273400000
Sri Lanka,LKA,2020,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1855740000
Sri Lanka,LKA,2019,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,942180000
Sri Lanka,LKA,2018,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1097420000
Sri Lanka,LKA,2017,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,2400646946
Sri Lanka,LKA,2016,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1203803239
Sri Lanka,LKA,2015,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1793280000
Sri Lanka,LKA,2014,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,2598450000
Sri Lanka,LKA,2013,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1532630000
Sri Lanka,LKA,2012,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1674450000
Sri Lanka,LKA,2011,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,4795920000
Sri Lanka,LKA,2010,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,4994900000
Sri Lanka,LKA,2009,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1245300000
Sri Lanka,LKA,2008,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,968470000
Sri Lanka,LKA,2007,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,966270000
Sri Lanka,LKA,2006,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,978630000
Sri Lanka,LKA,2005,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1079860000
Sri Lanka,LKA,2004,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,558120000
Sri Lanka,LKA,2003,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,720220000
Sri Lanka,LKA,2002,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,315460000
Sri Lanka,LKA,2001,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,130520000
Sri Lanka,LKA,2000,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,133600000
Sri Lanka,LKA,1999,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,208460000
Sri Lanka,LKA,1998,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,281600000
Sri Lanka,LKA,1997,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,309200000
Sri Lanka,LKA,1996,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,58900000
Sri Lanka,LKA,1995,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,85300000
Sri Lanka,LKA,1994,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,695100000
Sri Lanka,LKA,1993,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,377500000
Sri Lanka,LKA,2022,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.271795742
Sri Lanka,LKA,2021,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,5.951292379
Sri Lanka,LKA,2020,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.201240064
Sri Lanka,LKA,2019,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.05845108
Sri Lanka,LKA,2018,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.161366326
Sri Lanka,LKA,2017,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.543698501
Sri Lanka,LKA,2016,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.367767326
Sri Lanka,LKA,2015,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.106248388
Sri Lanka,LKA,2014,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,3.148547321
Sri Lanka,LKA,2013,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.990413626
Sri Lanka,LKA,2012,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.376885949
Sri Lanka,LKA,2011,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,7.078505592
Sri Lanka,LKA,2010,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,8.518463535
Sri Lanka,LKA,2009,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.960332254
Sri Lanka,LKA,2008,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.378725092
Sri Lanka,LKA,2007,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.986902221
Sri Lanka,LKA,2006,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,3.460526301
Sri Lanka,LKA,2005,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,4.424605611
Sri Lanka,LKA,2004,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.701121836
Sri Lanka,LKA,2003,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,3.814367901
Sri Lanka,LKA,2002,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.907654703
Sri Lanka,LKA,2001,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,0.828711367
Sri Lanka,LKA,2000,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,0.81808536
Sri Lanka,LKA,1999,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.331474416
Sri Lanka,LKA,1998,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1.782845737
Sri Lanka,LKA,1997,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,2.048779249
Sri Lanka,LKA,1996,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,0.423809964
Sri Lanka,LKA,1995,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,0.654658326
Sri Lanka,LKA,1994,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,5.932100006
Sri Lanka,LKA,1993,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,3.651336663
Sri Lanka,LKA,2022,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,15.8934
Sri Lanka,LKA,2021,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,19.49
Sri Lanka,LKA,2020,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,11.6115
Sri Lanka,LKA,2019,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,5.9933
Sri Lanka,LKA,2018,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,7.046
Sri Lanka,LKA,2017,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,7.608471075
Sri Lanka,LKA,2016,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,6.500423358
Sri Lanka,LKA,2015,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,8.619835215
Sri Lanka,LKA,2014,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,10.98008377
Sri Lanka,LKA,2013,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,8.149447932
Sri Lanka,LKA,2012,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,9.864787401
Sri Lanka,LKA,2011,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,24.67419081
Sri Lanka,LKA,2010,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,25.06994127
Sri Lanka,LKA,2009,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,13.04435268
Sri Lanka,LKA,2008,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,22.59639053
Sri Lanka,LKA,2007,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,12.79290682
Sri Lanka,LKA,2006,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,12.59684509
Sri Lanka,LKA,2005,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,18.87870433
Sri Lanka,LKA,2004,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,15.26168991
Sri Lanka,LKA,2003,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,26.56589465
Sri Lanka,LKA,2002,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,18.7727995
Sri Lanka,LKA,2001,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,9.802257553
Sri Lanka,LKA,2000,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,12.43785726
Sri Lanka,LKA,1999,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,13.16010429
Sri Lanka,LKA,2023,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,0
Sri Lanka,LKA,2022,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-500000000
Sri Lanka,LKA,2021,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-1000000000
Sri Lanka,LKA,2020,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-1000000000
Sri Lanka,LKA,2019,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,2562862000
Sri Lanka,LKA,2018,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1150000000
Sri Lanka,LKA,2017,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1000000000
Sri Lanka,LKA,2016,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1557627000
Sri Lanka,LKA,2015,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1517274000
Sri Lanka,LKA,2014,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1984237000
Sri Lanka,LKA,2013,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1411000000
Sri Lanka,LKA,2012,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1042000000
Sri Lanka,LKA,2011,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1000000000
Sri Lanka,LKA,2010,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,1000000000
Sri Lanka,LKA,2009,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,400000000
Sri Lanka,LKA,2008,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-65000000
Sri Lanka,LKA,2007,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,500000000
Sri Lanka,LKA,2000,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-50000000
Sri Lanka,LKA,1998,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,65000000
Sri Lanka,LKA,1997,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,50000000
Sri Lanka,LKA,1975,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-11109000
Sri Lanka,LKA,1970,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-3375000
Sri Lanka,LKA,2022,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,11.96826918
Sri Lanka,LKA,2021,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,4.467208859
Sri Lanka,LKA,2020,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,4.928274959
Sri Lanka,LKA,2019,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,4.699183034
Sri Lanka,LKA,2018,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,3.420419762
Sri Lanka,LKA,2017,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,2.498432606
Sri Lanka,LKA,2016,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,2.633811016
Sri Lanka,LKA,2015,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,3.240770297
Sri Lanka,LKA,2014,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,4.234214499
Sri Lanka,LKA,2013,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,5.575057941
Sri Lanka,LKA,2012,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,3.62758333
Sri Lanka,LKA,2011,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,3.815768066
Sri Lanka,LKA,2015,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,17.2
Sri Lanka,LKA,2014,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,16.89
Sri Lanka,LKA,2013,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,16.49
Sri Lanka,LKA,2012,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,15.8
Sri Lanka,LKA,2011,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,15.05
Sri Lanka,LKA,2010,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,13.36
Sri Lanka,LKA,2009,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,12.51
Sri Lanka,LKA,2008,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,11.11
Sri Lanka,LKA,2007,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,9.27
Sri Lanka,LKA,2022,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.412309471
Sri Lanka,LKA,2021,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.383274533
Sri Lanka,LKA,2020,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.796923212
Sri Lanka,LKA,2019,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,7.387617097
Sri Lanka,LKA,2018,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.983946989
Sri Lanka,LKA,2017,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.839904742
Sri Lanka,LKA,2016,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.375855949
Sri Lanka,LKA,2015,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.335865205
Sri Lanka,LKA,2014,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,7.066849823
Sri Lanka,LKA,2013,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.679152828
Sri Lanka,LKA,2012,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,7.065407938
Sri Lanka,LKA,2011,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,21.25681523
Sri Lanka,LKA,2022,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.22568764
Sri Lanka,LKA,2021,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.28722677
Sri Lanka,LKA,2020,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.54740112
Sri Lanka,LKA,2019,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.68377089
Sri Lanka,LKA,2018,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.68188373
Sri Lanka,LKA,2017,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.74040794
Sri Lanka,LKA,2016,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.78093111
Sri Lanka,LKA,2015,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.58181778
Sri Lanka,LKA,2014,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,17.36130004
